Season,Name,Team,G,PA,wOBA,wRCplus,BsR,Off,Def,WAR,Age,playerid
1949,Ned Garver,Browns,55,91,0.272,42,0,-6.8,6.3,0.3,23,1004556
1896,Ned Garvin,Phillies,2,6,0,-94,0,-1.9,0.2,-0.1,22,1004559
1881,Ned Hanlon,Wolverines,76,327,0.333,121,0,9.6,-6.6,1.5,23,1005314
1880,Ned Hanlon,Blues,73,291,0.265,101,0,0.5,-6,0.5,22,1005314
1879,Ned Williamson,White Stockings,80,344,0.354,139,0,19.1,15.3,4.3,21,1014027
1881,Ned Williamson,White Stockings,82,362,0.303,101,0,0.4,19.5,3.3,23,1014027
1880,Ned Williamson,White Stockings,75,326,0.281,104,0,1.5,12.3,2.5,22,1014027
1878,Ned Williamson,Blues,63,255,0.254,92,0,-2.7,-0.1,0.5,20,1014027
1996,Neifi Perez,Rockies,17,46,0.156,-43,-0.5,-8.8,-0.5,-0.8,23,620
1981,Neil Allen,Mets,43,7,0.339,114,0,0.1,0.5,0.1,23,1000154
1980,Neil Allen,Mets,59,16,0.168,-3,0,-1.8,1.3,0,22,1000154
1979,Neil Allen,Mets,50,14,0,-100,0,-3.6,1.3,-0.2,21,1000154
1890,Neil Stynes,Infants,2,8,0,-68,0,-2.4,0.1,-0.2,21,1012661
2009,Neil Walker,Pirates,17,40,0.236,37,-0.5,-3.6,-1.6,-0.4,23,7539
1951,Nellie Fox,White Sox,147,681,0.369,116,-2.6,11.2,11.5,4.5,23,1004281
1949,Nellie Fox,Athletics,88,296,0.321,78,-0.5,-8.9,7.3,0.8,21,1004281
1950,Nellie Fox,White Sox,130,504,0.287,58,-0.7,-29.9,4.7,-0.7,22,1004281
1948,Nellie Fox,Athletics,3,14,0.187,-1,0.2,-1.6,-0.9,-0.2,20,1004281
1947,Nellie Fox,Athletics,7,4,0.183,-2,0,-0.5,0,0,19,1004281
1967,Nelson Briles,Cardinals,49,48,0.174,10,0,-4.7,3.5,0,23,1001432
1965,Nelson Briles,Cardinals,37,16,0.155,-13,0,-2.1,1.3,0,21,1001432
1966,Nelson Briles,Cardinals,49,41,0.101,-39,0,-6.7,2.9,-0.3,22,1001432
1987,Nelson Liriano,Blue Jays,37,176,0.289,72,1.7,-4.6,4.1,0.5,23,1007650
1962,Nelson Mathews,Cubs,15,57,0.388,132,-0.6,1.6,1,0.5,20,1008240
1964,Nelson Mathews,Athletics,157,620,0.295,81,-0.6,-14.3,1,0.3,22,1008240
1965,Nelson Mathews,Athletics,67,211,0.289,81,-0.7,-5.2,-3.5,-0.3,23,1008240
1963,Nelson Mathews,Cubs,61,171,0.231,42,-0.8,-11.6,4,-0.3,21,1008240
1960,Nelson Mathews,Cubs,3,8,0.226,33,0,-0.6,-0.1,0,18,1008240
1961,Nelson Mathews,Cubs,3,9,0.1,-50,0,-1.7,1,0,19,1008240
1978,Nelson Norman,Rangers,23,35,0.265,61,0,-1.5,6.7,0.6,20,1009634
1981,Nelson Norman,Rangers,7,15,0.258,62,0,-0.6,2.2,0.2,23,1009634
1979,Nelson Norman,Rangers,147,383,0.241,43,0.5,-26,-1,-1.5,21,1009634
1980,Nelson Norman,Rangers,17,34,0.214,29,-0.4,-3.2,1.6,-0.1,22,1009634
1984,Nelson Simmons,Tigers,9,32,0.429,170,0.2,2.8,-0.6,0.3,21,1011984
1985,Nelson Simmons,Tigers,75,281,0.309,92,0.1,-2.7,-8.9,-0.2,22,1011984
1921,Nemo Gaines,Senators,4,1,0,-100,0,-0.3,0.1,0,23,1004435
1914,Nemo Leibold,Naps,115,464,0.33,100,-4.4,-4.2,-7.1,0.7,22,1007491
1915,Nemo Leibold,- - -,93,334,0.321,93,-1.2,-3.8,5.9,1.4,23,1007491
1913,Nemo Leibold,Naps,93,312,0.312,85,1.1,-4.2,-3.9,0.2,21,1007491
1967,Nestor Chavez,Giants,2,1,0,-100,0,-0.2,0.1,0,19,1002169
1916,Newt Halliday,Pirates,1,1,0,-100,0,-0.2,0,0,20,1005250
1937,Newt Kimball,Cubs,2,1,0,-100,0,-0.3,0.1,0,22,1006913
2014,Nicholas Tropeano,Astros,4,2,0.345,122,0,0,0.2,0,23,12385
1898,Nick Altrock,Colonels,11,32,0.285,69,0,-1.4,1.3,0.1,21,1000191
2001,Nick Bierbrodt,Diamondbacks,6,10,0.664,309,0,2.7,1.1,0.4,23,1194
2015,Nick Castellanos,Tigers,154,595,0.311,94,-7.3,-11.3,-9,-0.1,23,11737
2014,Nick Castellanos,Tigers,148,579,0.307,94,-3,-6.7,-16.3,-0.5,22,11737
2013,Nick Castellanos,Tigers,11,18,0.247,49,0,-1.1,-0.8,-0.1,21,11737
1923,Nick Dumovich,Cubs,28,32,0.3,65,0.1,-1.4,1.8,0.2,21,1003549
1983,Nick Esasky,Reds,85,335,0.345,112,0.4,5,-4.5,1.2,23,1003818
2008,Nick Evans,Mets,50,119,0.301,81,0.1,-2.8,1,0.2,22,7595
2009,Nick Evans,Mets,30,69,0.288,73,-0.4,-2.7,-4.7,-0.5,23,7595
2013,Nick Franklin,Mariners,102,412,0.304,93,1.2,-1.9,-4.7,0.8,22,10166
2014,Nick Franklin,- - -,28,90,0.214,34,-0.1,-6.6,1.9,-0.2,23,10166
2002,Nick Johnson,Yankees,129,441,0.332,102,-4.2,-2.9,-5.6,0.6,23,828
2001,Nick Johnson,Yankees,23,78,0.286,73,0,-2.7,-0.5,0,22,828
1955,Nick Koback,Pirates,5,7,0.261,51,0,-0.4,0.1,0,19,1007066
1953,Nick Koback,Pirates,7,18,0.193,1,0,-2.3,0.4,-0.1,17,1007066
1954,Nick Koback,Pirates,4,10,0,-100,0,-2.7,0.2,-0.2,18,1007066
1907,Nick Maddox,Pirates,6,23,0.327,106,-0.2,0,0.9,0.2,20,1007950
1908,Nick Maddox,Pirates,36,104,0.326,111,-0.6,0.5,3.8,0.9,21,1007950
1909,Nick Maddox,Pirates,31,78,0.296,86,-0.1,-1.2,3.7,0.6,22,1007950
1910,Nick Maddox,Pirates,21,32,0.288,72,0,-1.1,1.3,0.1,23,1007950
2007,Nick Markakis,Orioles,161,710,0.366,121,-0.7,18.3,-1.3,4.1,23,5930
2006,Nick Markakis,Orioles,147,542,0.345,106,0.6,4.5,-2.9,2,22,5930
2014,Nick Martinez,Rangers,32,3,0,-100,0,-0.7,0.3,0,23,12730
2002,Nick Neugebauer,Brewers,12,20,0.113,-45,0,-3.6,2,-0.1,21,698
2001,Nick Neugebauer,Brewers,2,3,0,-100,0,-0.9,0.3,0,20,698
1945,Nick Picciuto,Phillies,36,97,0.193,9,0,-10.6,-3.8,-1.2,23,1010306
1937,Nick Polly,Dodgers,10,18,0.207,11,0,-2,0.1,-0.1,20,1010425
2001,Nick Punto,Phillies,4,5,0.355,115,0,0.1,0,0,23,1429
1882,Nick Scharf,Orioles,10,39,0.247,89,0,-0.6,-1.4,-0.1,23,1011526
2004,Nick Swisher,Athletics,20,71,0.339,104,0.5,0.8,-3.7,0,23,4599
1936,Nick Tremark,Dodgers,8,36,0.312,79,0,-1,-0.3,0,23,1013174
1934,Nick Tremark,Dodgers,17,30,0.279,60,0,-1.6,-0.4,-0.1,21,1013174
1935,Nick Tremark,Dodgers,10,14,0.279,59,0,-0.7,-0.2,0,22,1013174
1963,Nick Willhite,Dodgers,8,11,0.309,107,0,0.1,0.8,0.1,22,1013967
1964,Nick Willhite,Dodgers,10,14,0.106,-33,0,-2.1,1.1,-0.1,23,1013967
1888,Nick Wise,Beaneaters,1,3,0,-65,0,-0.7,0,-0.1,22,1014154
1906,Nig Clarke,Naps,57,195,0.428,172,-1,13.7,4.7,2.8,23,1002299
1905,Nig Clarke,- - -,45,144,0.279,83,-0.8,-3.3,-2.6,-0.1,22,1002299
1893,Nig Cuppy,Spiders,32,117,0.306,67,-0.6,-7.1,-0.1,-0.2,23,1002884
1892,Nig Cuppy,Spiders,50,175,0.255,60,-0.7,-10.5,-0.2,-0.4,22,1002884
1907,Nig Perrine,Senators,44,165,0.24,58,1.1,-5.8,-3.8,-0.5,22,1010205
1993,Nigel Wilson,Marlins,7,16,0,-100,0,-4.3,-1.1,-0.5,23,1014099
1974,Nino Espinosa,Mets,2,2,0.461,192,0,0.2,0.1,0,20,1003830
1977,Nino Espinosa,Mets,32,72,0.15,-14,0,-9.9,5.9,-0.2,23,1003830
1976,Nino Espinosa,Mets,12,11,0.071,-60,0,-2,0.8,-0.1,22,1003830
1946,Nippy Jones,Cardinals,16,14,0.373,124,0,0.4,0.1,0.1,21,1006578
1948,Nippy Jones,Cardinals,132,523,0.326,83,0.2,-10.5,-11.5,-0.5,23,1006578
1947,Nippy Jones,Cardinals,23,77,0.282,55,0,-4.4,-0.5,-0.2,22,1006578
1897,Nixey Callahan,Colts,94,383,0.336,85,-0.3,-9.5,-0.5,0.5,23,1001847
1894,Nixey Callahan,Phillies,9,21,0.227,17,-0.2,-3.5,0,-0.2,20,1001847
2003,Noah Lowry,Giants,4,2,0.446,175,0,0.2,0.2,0,22,1833
2004,Noah Lowry,Giants,16,36,0.183,1,0,-4.6,4,0.1,23,1833
2015,Noah Syndergaard,Mets,24,50,0.231,46,0,-3.2,5.2,0.4,22,11762
2014,Nolan Arenado,Rockies,111,467,0.359,113,-1.5,5.2,7.6,2.9,23,9777
2013,Nolan Arenado,Rockies,133,514,0.308,77,-1.6,-15.1,22.6,2.4,22,9777
1970,Nolan Ryan,Mets,27,47,0.161,-6,0.2,-6,3.8,-0.1,23,1011348
1968,Nolan Ryan,Mets,21,47,0.128,-20,0,-5.6,3.1,-0.1,21,1011348
1969,Nolan Ryan,Mets,25,32,0.094,-48,0,-5.4,2.4,-0.2,22,1011348
1997,Nomar Garciaparra,Red Sox,153,734,0.374,122,0.6,20.9,18.3,6.4,23,190
1996,Nomar Garciaparra,Red Sox,24,93,0.313,78,1,-1.9,-0.9,0.1,22,190
1900,Noodles Hahn,Reds,39,121,0.25,44,-0.6,-10.3,5.8,0,21,1005205
1902,Noodles Hahn,Reds,37,130,0.249,48,-0.2,-7.8,-0.1,-0.3,23,1005205
1901,Noodles Hahn,Reds,42,154,0.215,32,-0.7,-14.6,7.7,-0.1,22,1005205
1899,Noodles Hahn,Reds,38,121,0.206,18,0.1,-14.3,6,-0.3,20,1005205
1885,Norm Baker,Colonels,25,90,0.221,60,0,-5.2,2.5,0.1,21,1000464
1883,Norm Baker,Alleghenys,4,12,0,-54,0,-2.7,-0.1,-0.2,19,1000464
1961,Norm Bass,Athletics,41,63,0.137,-29,0,-10.3,4.8,-0.4,22,1000647
1962,Norm Bass,Athletics,22,25,0.097,-54,0,-4.8,2,-0.2,23,1000647
1958,Norm Cash,White Sox,13,8,0.225,35,0,-0.6,-0.1,0,23,1002043
1914,Norm Glockson,Reds,7,13,0.056,-72,0,-2.4,-0.8,-0.3,20,1004786
1970,Norm McRae,Tigers,19,2,0,-100,0,-0.5,0.2,0,22,1008688
1969,Norm Miller,Astros,119,467,0.327,106,-0.5,2.5,-8.2,1.1,23,1008916
1968,Norm Miller,Astros,79,294,0.317,113,-0.4,3.3,-9.6,0.5,22,1008916
1967,Norm Miller,Astros,64,210,0.263,70,0.5,-6.4,-4.6,-0.5,21,1008916
1965,Norm Miller,Astros,11,16,0.259,65,0,-0.6,-1.1,-0.1,19,1008916
1966,Norm Miller,Astros,11,36,0.183,16,0,-3.5,1.7,-0.1,20,1008916
1938,Norm Schlueter,White Sox,35,122,0.252,35,0.2,-11.6,0,-0.7,21,1011571
1939,Norm Schlueter,White Sox,34,60,0.251,36,0.4,-5,1,-0.2,22,1011571
1956,Norm Siebern,Yankees,54,184,0.283,68,-0.1,-7.7,4,0.2,22,1011949
1951,Norm Zauchin,Red Sox,5,12,0.187,-7,-0.4,-2,-0.2,-0.2,21,1014422
1950,Normie Roy,Braves,19,21,0.214,17,0,-2.2,1.6,0,21,1011269
1974,Nyls Nyman,White Sox,5,15,0.708,364,0.2,4.5,-0.1,0.5,20,1009671
1975,Nyls Nyman,White Sox,106,342,0.249,48,0.5,-19.4,-11.6,-2.1,21,1009671
1976,Nyls Nyman,White Sox,8,15,0.151,-14,0.2,-1.6,-0.2,-0.2,22,1009671
1977,Nyls Nyman,White Sox,1,1,0,-100,0,-0.3,0,0,23,1009671
1999,Odalis Perez,Braves,18,34,0.12,-44,0,-6.6,3.8,-0.2,22,668
1986,Oddibe McDowell,Rangers,154,643,0.34,106,0.5,5.3,3.9,3.1,23,1008474
1985,Oddibe McDowell,Rangers,111,452,0.324,98,2.1,0.9,4.6,2.1,22,1008474
1931,Odell Hale,Indians,25,102,0.349,93,0.4,-0.5,-1.4,0.2,22,1005224
2015,Odubel Herrera,Phillies,147,537,0.333,110,2.1,8.3,11.7,3.9,23,11476
1910,Ody Abbott,Cardinals,22,82,0.247,48,0.2,-4.8,-0.5,-0.3,21,1000015
1911,Olaf Henriksen,Red Sox,27,108,0.418,141,-0.4,5.3,-0.2,0.9,23,1005663
2004,Oliver Perez,Pirates,31,72,0.204,13,0,-8.1,8,0.2,22,1514
2005,Oliver Perez,Pirates,20,42,0.173,-5,0.2,-5.3,4.3,0,23,1514
2003,Oliver Perez,- - -,24,44,0.169,1,0,-5.7,4.7,0,21,1514
2002,Oliver Perez,Padres,16,33,0.119,-34,0,-5.5,3.3,-0.1,20,1514
1967,Ollie Brown,Giants,120,446,0.314,101,-0.5,0.1,-7.6,0.8,23,1001551
1966,Ollie Brown,Giants,115,386,0.276,73,-1.3,-13.3,-6,-0.7,22,1001551
1965,Ollie Brown,Giants,6,10,0.22,37,0,-0.7,-0.1,-0.1,21,1001551
1914,Ollie O'Mara,Robins,67,273,0.315,90,2,-1,3.9,1.2,23,1009799
1912,Ollie O'Mara,Tigers,1,4,0,-100,0,-1,0.1,-0.1,21,1009799
1928,Ollie Sax,Browns,16,22,0.295,60,0,-1.2,0.3,0,23,1011480
1994,Olmedo Saenz,White Sox,5,15,0.177,-1,0,-2,1,0,23,937
1993,Omar Daal,Dodgers,47,1,0.713,354,0,0.3,0.1,0,21,646
2002,Omar Infante,Tigers,18,75,0.343,112,-0.3,0.8,3,0.6,20,1609
2004,Omar Infante,Tigers,142,556,0.327,98,1.8,0.3,0,1.9,22,1609
2005,Omar Infante,Tigers,121,434,0.269,61,2.5,-18.2,4,0,23,1609
2003,Omar Infante,Tigers,69,244,0.246,46,1,-15.5,1.4,-0.6,21,1609
1976,Omar Moreno,Pirates,48,141,0.341,112,1.1,2.9,1.6,1,23,1009167
1975,Omar Moreno,Pirates,6,7,0.234,41,0.2,-0.3,-2,-0.2,22,1009167
1991,Omar Olivares,Cardinals,28,59,0.245,51,0,-3.3,5.3,0.4,23,1009771
1990,Omar Olivares,Cardinals,9,18,0.241,44,0,-1.2,1.7,0.1,22,1009771
2005,Omar Quintanilla,Rockies,39,143,0.236,26,0,-13.2,5,-0.4,23,6335
1990,Omar Vizquel,Mariners,81,285,0.273,65,0.3,-11.2,17.2,1.5,23,411
1989,Omar Vizquel,Mariners,143,431,0.249,51,-1.5,-25.9,12.9,0.1,22,411
1999,Onan Masaoka,Dodgers,54,5,0,-100,0,-1.5,0.6,-0.1,21,1008209
1980,Onix Concepcion,Royals,12,15,0.121,-36,0,-2.4,-1.8,-0.4,22,1002495
1981,Onix Concepcion,Royals,2,0,0, ,0,0,0,0,23,1002495
1993,Oreste Marrero,Expos,32,95,0.306,84,-1,-2.9,-4.4,-0.4,23,1008127
1973,Orlando Alvarez,Dodgers,4,4,0.327,106,0,0,0,0,21,1000197
1974,Orlando Alvarez,Dodgers,2,1,0,-100,0,-0.2,0,0,22,1000197
1975,Orlando Alvarez,Dodgers,4,4,0,-100,0,-1,0,-0.1,23,1000197
1998,Orlando Cabrera,Expos,79,285,0.323,92,0.3,-2.4,5.8,1.2,23,766
1997,Orlando Cabrera,Expos,16,20,0.227,28,-0.7,-2.5,1.1,-0.1,22,766
2015,Orlando Calixte,Royals,2,3,0,-100,0,-0.8,0.1,-0.1,23,11905
1961,Orlando Cepeda,Giants,152,636,0.413,153,-0.7,42.1,-8.6,5.5,23,1002103
1959,Orlando Cepeda,Giants,151,647,0.379,131,1.2,26.3,-15.3,3.5,21,1002103
1958,Orlando Cepeda,Giants,148,644,0.369,123,-1,17.3,-9,3,20,1002103
1960,Orlando Cepeda,Giants,151,615,0.366,130,0.8,22.5,-8.3,3.6,22,1002103
1980,Orlando Isales,Phillies,3,6,0.544,252,0,1,-0.1,0.1,20,1006282
1983,Orlando Mercado,Mariners,66,197,0.253,51,-0.4,-11.8,-0.5,-0.6,21,1008772
1984,Orlando Mercado,Mariners,30,84,0.252,50,0.2,-4.7,0.3,-0.2,22,1008772
1982,Orlando Mercado,Mariners,9,17,0.178,0,0,-2,-0.8,-0.2,20,1008772
1990,Orlando Merced,Pirates,25,25,0.226,37,0,-1.8,0,-0.1,23,1393
1975,Orlando Ramirez,Angels,44,113,0.292,84,-0.5,-2.6,-6,-0.5,23,1010672
1974,Orlando Ramirez,Angels,31,97,0.185,15,0,-8.9,2.7,-0.4,22,1010672
1942,Orval Grove,White Sox,12,25,0.276,62,0,-1.1,1.6,0.1,22,1005100
1943,Orval Grove,White Sox,32,85,0.259,56,0,-4.1,4.4,0.3,23,1005100
1940,Orval Grove,White Sox,3,1,0,-100,0,-0.3,0.1,0,20,1005100
1941,Orval Grove,White Sox,2,2,0,-100,0,-0.5,0.1,0,21,1005100
1969,Oscar Brown,Braves,7,4,0.228,35,0,-0.3,0,0,23,1001552
1973,Oscar Gamble,Indians,113,432,0.356,120,-0.8,9,-10.1,1.4,23,1004473
1972,Oscar Gamble,Phillies,74,157,0.307,89,-0.3,-2.2,-2.4,0.1,22,1004473
1970,Oscar Gamble,Phillies,88,305,0.306,83,-0.5,-6.8,-15.7,-1.2,20,1004473
1969,Oscar Gamble,Cubs,24,81,0.293,72,-0.7,-3.3,-6,-0.7,19,1004473
1971,Oscar Gamble,Phillies,92,309,0.276,68,0.3,-10.6,-4.5,-0.6,21,1004473
1938,Oscar Grimes,Indians,4,12,0.338,83,0,-0.3,0,0,23,1005064
1915,Oscar Harstad,Indians,32,17,0.12,-34,0,-2.5,0.7,-0.1,23,1005437
2015,Oscar Hernandez,Diamondbacks,18,36,0.216,26,0.4,-2.7,0.7,-0.1,21,13490
1903,Oscar Jones,Superbas,38,131,0.258,57,-0.9,-8.3,6.7,0.3,23,1006580
1923,Oscar Roettger,Yankees,5,2,0,-100,0,-0.6,0,0,23,1011124
1925,Oscar Siemer,Braves,16,48,0.333,87,0.1,-0.8,-0.5,0,23,1011956
1906,Oscar Stanage,Reds,1,1,0,-100,0,-0.2,0,0,23,1012394
2014,Oscar Taveras,Cardinals,80,248,0.265,67,-2.7,-11.9,-6.7,-1.2,22,11173
1919,Oscar Tuero,Cardinals,45,45,0.255,56,-0.2,-2.2,2,0.1,20,1013216
1918,Oscar Tuero,Cardinals,12,12,0.242,49,-0.1,-0.7,0.4,0,19,1013216
2003,Oscar Villarreal,Diamondbacks,86,3,0,-100,0,-0.9,0.3,0,21,1654
2004,Oscar Villarreal,Diamondbacks,17,0,0, ,0,0,0,0,22,1654
1875,Oscar Walker,Atlantics,1,3,0.243,98,0,0,-1,-0.1,21,1013530
2008,Osiris Matos,Giants,20,2,0,-100,0,-0.6,0.2,0,23,4100
1898,Ossee Schreckengost,Spiders,10,35,0.392,128,0.1,1.4,-0.7,0.2,23,1011612
1897,Ossee Schreckengost,Colonels,1,3,0,-97,0,-0.9,0,-0.1,22,1011612
1924,Ossie Bluege,Senators,117,465,0.341,90,0.5,-5.6,4.7,1.5,23,1001090
1923,Ossie Bluege,Senators,109,456,0.328,87,0.8,-7.2,6.4,1.4,22,1001090
1922,Ossie Bluege,Senators,19,71,0.263,46,0.4,-4.7,0.6,-0.2,21,1001090
1913,Ossie Vitt,Tigers,99,415,0.297,76,-1.8,-12.9,-1.5,-0.2,23,1013444
1912,Ossie Vitt,Tigers,76,298,0.287,66,1.3,-11.1,1.4,0,22,1013444
2010,Osvaldo Martinez,Marlins,14,48,0.373,129,1,2.7,0.6,0.5,22,3900
2011,Osvaldo Martinez,Marlins,20,23,0.116,-41,-0.2,-4,-0.2,-0.4,23,3900
2014,Oswaldo Arcia,Twins,103,410,0.328,109,0.1,4.2,-9.1,0.9,23,10306
2013,Oswaldo Arcia,Twins,97,378,0.322,101,-0.2,0.4,-17,-0.4,22,10306
2006,Oswaldo Navarro,Mariners,4,4,0.593,274,0,0.9,0,0.1,21,3868
1916,Otis Lawry,Athletics,41,137,0.235,43,0.4,-7.8,-2.2,-0.7,22,1007403
1917,Otis Lawry,Athletics,30,59,0.185,11,0,-5.5,-1,-0.6,23,1007403
1893,Otis Stocksdale,Senators,12,42,0.345,90,-0.1,-0.9,-0.1,0.1,21,1012552
1895,Otis Stocksdale,- - -,30,94,0.34,85,-0.6,-3,-0.6,0,23,1012552
1894,Otis Stocksdale,Senators,24,74,0.334,72,-0.4,-4.4,-0.1,-0.1,22,1012552
1933,Otto Bluege,Reds,108,323,0.255,53,-0.1,-17.3,2.2,-0.6,23,1001091
1932,Otto Bluege,Reds,1,0,0, ,0,0,0,0,22,1001091
1902,Otto Hess,Bronchos,7,16,0.153,-2,-0.1,-2.3,0.7,-0.1,23,1005749
1905,Otto Knabe,Pirates,3,13,0.424,154,-0.1,0.7,0.1,0.1,21,1007024
1907,Otto Knabe,Phillies,129,541,0.337,112,0.1,6.8,3.8,3.2,23,1007024
1900,Otto Krueger,Cardinals,12,52,0.556,215,-0.5,8,-2,0.7,23,1007177
1899,Otto Krueger,Spiders,13,53,0.321,82,-0.3,-1.6,-3.6,-0.3,22,1007177
1912,Otto Miller,Dodgers,98,345,0.327,88,-0.2,-5.6,3.9,1,23,1008918
1911,Otto Miller,Dodgers,25,64,0.239,40,0.2,-4.7,-1.3,-0.4,22,1008918
1910,Otto Miller,Superbas,31,70,0.206,27,-0.1,-6.1,0.9,-0.3,21,1008918
1887,Otto Schomberg,Hoosiers,112,481,0.399,132,-4.6,21.7,-9.1,2.2,22,1011603
1886,Otto Schomberg,Alleghenys,72,307,0.383,145,-2.4,18.4,-7,1.9,21,1011603
1888,Otto Schomberg,Hoosiers,30,124,0.287,91,-0.4,-1.9,-4.9,-0.2,23,1011603
1974,Otto Velez,Yankees,27,84,0.321,103,0,0.3,-4.1,-0.1,23,1013399
1973,Otto Velez,Yankees,23,92,0.309,94,-0.3,-1,0.9,0.3,22,1013399
1923,Otto Vogel,Cubs,41,92,0.28,53,-0.7,-6.3,-2,-0.5,23,1013445
1927,Overton Tremper,Robins,26,62,0.228,26,0,-5.8,-2.8,-0.7,21,1013176
1928,Overton Tremper,Robins,10,32,0.228,24,0,-3.2,-0.4,-0.3,22,1013176
1912,Ovid Nicholson,Pirates,6,13,0.463,164,-0.2,0.9,-0.2,0.1,23,1009565
1949,Owen Friend,Browns,2,8,0.353,91,0,-0.1,0.1,0,22,1004358
1950,Owen Friend,Browns,119,427,0.31,64,-0.2,-21.1,-8.7,-1.4,23,1004358
1903,Owen Shannon,Browns,9,29,0.25,62,-0.1,-1.4,0.2,0,23,1011798
1925,Ownie Carroll,Tigers,11,16,0.373,104,0,0.1,1,0.2,22,1002003
1887,Oyster Burns,Orioles,140,619,0.426,145,0.3,48.4,-8.8,5,22,1001716
1884,Oyster Burns,- - -,37,149,0.389,155,0,12.2,-5.1,1.1,19,1001716
1888,Oyster Burns,- - -,131,571,0.363,135,0.8,28.5,-6.2,4.3,23,1001716
1885,Oyster Burns,Orioles,78,343,0.293,98,0,-0.9,-4.8,0.7,20,1001716
1985,Ozzie Guillen,White Sox,150,513,0.288,72,-0.3,-17.5,16.4,1.6,21,1005125
1987,Ozzie Guillen,White Sox,149,604,0.288,72,1.3,-20.4,36,3.6,23,1005125
1986,Ozzie Guillen,White Sox,159,577,0.256,51,0,-34.5,29.1,1.3,22,1005125
1978,Ozzie Smith,Padres,159,668,0.288,84,3.5,-8.3,12.1,2.7,23,1012186
1980,Ozzie Virgil,Phillies,1,5,0.26,57,0,-0.2,-0.9,-0.1,23,1013439
2009,Pablo Sandoval,Giants,153,633,0.399,146,0,36.2,-4.7,5.2,22,5409
2008,Pablo Sandoval,Giants,41,154,0.362,118,-1.9,1.5,2.5,0.9,21,5409
2010,Pablo Sandoval,Giants,152,616,0.316,96,-4.9,-7.5,-0.5,1.2,23,5409
2013,Paco Rodriguez,Dodgers,76,1,0,-100,0,-0.2,0.1,0,22,13398
1917,Paddy Driscoll,Cubs,13,32,0.16,-6,0.3,-3.1,-1.9,-0.4,22,1003507
1891,Paddy Fox,Colonels,6,23,0.253,57,-0.2,-1.7,0.2,0,22,1004282
1901,Paddy Livingston,Blues,1,3,0.261,58,0,-0.2,0,0,21,1007676
1915,Paddy Siglin,Pirates,6,8,0.332,108,0.2,0.3,0,0.1,23,1011962
1914,Paddy Siglin,Pirates,14,44,0.202,24,0.1,-3.6,-2,-0.5,22,1011962
1889,Park Swartzel,Cowboys,51,198,0.224,34,-0.5,-21.2,-0.2,-1.1,23,1012768
1980,Pascual Perez,Pirates,2,4,0.227,32,0,-0.3,0.3,0,23,1010185
1936,Pat Ankenman,Cardinals,1,4,0,-100,0,-1.2,-0.9,-0.2,23,1000270
1913,Pat Bohen,Athletics,1,3,0,-100,0,-0.7,0.2,0,21,1001127
1914,Pat Bohen,Pirates,1,1,0,-100,0,-0.2,0.1,0,22,1001127
1924,Pat Burke,Browns,1,3,0,-100,0,-0.9,0,-0.1,23,1001690
2000,Pat Burrell,Phillies,111,474,0.358,108,0.1,5.1,-14.8,0.5,23,949
1884,Pat Callahan,Hoosiers,61,266,0.289,103,0,1.1,-5.1,0.4,17,1001848
1985,Pat Clements,Pirates,27,4,0.3,87,0,-0.1,0.4,0,23,1002339
1920,Pat Collins,Browns,23,31,0.267,46,0.1,-2.1,0.2,-0.1,23,1002460
1919,Pat Collins,Browns,11,25,0.248,42,-0.1,-1.8,0.2,-0.1,22,1002460
1989,Pat Combs,Phillies,6,13,0.185,9,0.2,-1.1,1.1,0,22,1002480
1990,Pat Combs,Phillies,32,67,0.176,1,0,-7.8,6.2,0.1,23,1002480
1964,Pat Corrales,Phillies,2,2,0.345,122,0,0.1,0,0,23,1002636
1899,Pat Crisham,Orioles,53,178,0.317,80,-0.5,-5.6,2.7,0.4,22,1002773
1999,Pat Daneker,White Sox,3,2,0,-100,0,-0.6,0.2,0,23,1002964
1885,Pat Dealy,Beaneaters,35,132,0.244,78,0,-4.1,2.9,0.4,23,1003104
1884,Pat Dealy,Apostles,5,15,0.123,49,0,-1.1,0.1,0,22,1003104
1881,Pat Deasley,Red Caps,43,152,0.26,82,0,-3.9,-0.2,0.2,23,1003116
1908,Pat Donahue,Red Sox,35,99,0.277,82,-0.6,-2.4,0.9,0.2,23,1003372
1915,Pat Duncan,Pirates,3,5,0.192,18,0,-0.4,0,0,21,1003555
1917,Pat French,Athletics,3,2,0,-100,0,-0.4,0,-0.1,23,1004339
1918,Pat Hardgrove,White Sox,2,2,0,-100,0,-0.4,0,0,23,1005341
1992,Pat Howell,Mets,31,79,0.196,17,0,-7.2,5.3,0,23,1006101
1904,Pat Hynes,Browns,66,264,0.255,71,-0.7,-8.7,-9,-1,20,1006251
1903,Pat Hynes,Cardinals,1,3,0,-85,0,-0.7,0,-0.1,19,1006251
1991,Pat Kelly,Yankees,96,322,0.284,73,2,-8.1,2.9,0.5,23,1006812
1968,Pat Kelly,Twins,12,40,0.223,43,-0.7,-2.9,0.8,-0.2,23,1006810
1967,Pat Kelly,Twins,8,1,0,-100,0,-0.2,0,0,22,1006810
1914,Pat Kilhullen,Pirates,1,1,0,-100,0,-0.2,0,0,23,1006900
1983,Pat Larkin,Giants,5,1,0,-100,0,-0.2,0.1,0,23,1007349
